Location,Area,Bedrooms,Bathrooms,Age,Floor,Parking,Furnished,AmenitiesScore,Price
Shamshabad,2031,3,3,15,22,1,Furnished,10,8752685
Miyapur,2188,4,4,17,9,2,Furnished,10,12506890
Kukatpally,1656,3,4,5,14,1,Furnished,8,12239043
Financial District,2321,4,5,12,19,1,Unfurnished,8,20151317
Uppal,1709,3,4,24,1,2,Furnished,8,8131312
Hitech City,2412,4,5,15,2,1,Semi-Furnished,9,22565623
Dilsukhnagar,963,2,3,19,8,1,Unfurnished,7,5343333
Uppal,1488,3,3,21,9,1,Semi-Furnished,3,6287967
Secunderabad,955,2,2,23,10,2,Semi-Furnished,10,7084989
Kukatpally,2572,5,6,23,13,2,Semi-Furnished,5,18907191
Manikonda,1342,3,3,29,5,1,Unfurnished,4,7407623
LB Nagar,2194,4,4,23,17,1,Semi-Furnished,8,9733825
Kukatpally,1670,3,3,12,9,1,Unfurnished,1,12557201
Shamshabad,1592,3,3,7,20,1,Semi-Furnished,3,7275841
Jubilee Hills,2251,4,4,1,11,2,Furnished,7,19994957
Banjara Hills,1307,2,2,15,23,1,Furnished,1,11698058
Kokapet,887,2,2,11,1,1,Furnished,5,6833503
Secunderabad,1683,3,3,21,20,1,Furnished,3,11309993
Kondapur,1750,3,3,21,15,0,Furnished,7,12957974
Kokapet,2074,4,4,4,0,2,Semi-Furnished,9,15218083
Secunderabad,1726,3,4,10,0,1,Furnished,2,12338864
Manikonda,1386,2,3,20,11,1,Unfurnished,2,6696200
Ameerpet,1636,3,3,11,2,2,Unfurnished,7,9307833
Jubilee Hills,1945,3,3,16,15,1,Unfurnished,8,17702834
Kokapet,1665,3,4,13,10,1,Unfurnished,6,12911151
Kondapur,911,2,2,23,5,1,Furnished,6,7266588
Financial District,1141,2,2,29,17,1,Semi-Furnished,6,10128583
Begumpet,1425,3,3,2,18,0,Semi-Furnished,5,10071225
Uppal,1507,3,4,2,17,2,Semi-Furnished,10,8256965
Narsingi,1344,3,4,0,13,2,Semi-Furnished,2,9772945
Hitech City,2319,4,4,17,12,1,Furnished,10,21168077
Uppal,2377,4,5,0,18,1,Semi-Furnished,4,10889215
Ameerpet,3206,5,6,3,24,1,Unfurnished,6,17557597
Ameerpet,1192,2,2,8,4,1,Semi-Furnished,10,7641293
Banjara Hills,1826,3,3,7,20,2,Unfurnished,6,17405859
Miyapur,1063,2,2,17,9,1,Semi-Furnished,3,5801832
Uppal,1301,2,2,4,19,1,Semi-Furnished,6,6447591
Kukatpally,2167,4,4,22,22,2,Semi-Furnished,5,15323573
Financial District,1869,3,3,8,22,2,Unfurnished,6,17156428
Narsingi,1085,2,3,12,10,1,Furnished,5,8697952
Miyapur,2346,4,5,6,2,1,Furnished,10,14716462
Uppal,1590,3,4,29,14,0,Unfurnished,8,6588602
Gachibowli,1315,3,3,24,8,1,Furnished,4,11638162
Ameerpet,2690,5,6,7,3,1,Unfurnished,9,16119988
Secunderabad,1324,2,2,6,20,1,Furnished,6,10266753
Uppal,2674,5,5,19,19,1,Unfurnished,10,11006045
Kokapet,1956,4,5,8,20,2,Unfurnished,6,14350850
Uppal,1444,3,4,18,1,2,Unfurnished,6,7236937
Kukatpally,968,2,2,13,2,2,Semi-Furnished,5,7520721
Begumpet,1092,2,3,18,18,2,Unfurnished,6,8677577
Dilsukhnagar,1254,2,2,9,6,1,Semi-Furnished,5,7935575
Manikonda,1086,2,2,20,1,0,Semi-Furnished,8,6220132
Hitech City,1301,2,2,28,22,1,Unfurnished,6,11974656
Dilsukhnagar,1034,2,3,1,6,1,Furnished,8,7241701
Kondapur,2032,4,5,4,8,0,Furnished,1,14959011
Financial District,807,2,2,18,5,2,Unfurnished,8,7336042
Ameerpet,1126,2,3,14,1,2,Semi-Furnished,8,6516553
Kondapur,1746,3,3,25,19,1,Semi-Furnished,7,11951234
Jubilee Hills,1046,3,3,16,0,2,Furnished,8,9495450
Banjara Hills,1817,3,4,6,11,1,Unfurnished,2,16381804
Manikonda,1337,3,3,3,14,0,Unfurnished,5,7574115
Financial District,2914,5,6,3,11,1,Unfurnished,2,26206327
Manikonda,2016,3,4,4,24,1,Unfurnished,6,11990860
Banjara Hills,1879,3,3,23,23,1,Unfurnished,5,16303251
Begumpet,300,1,1,7,17,1,Unfurnished,10,2366820
Hitech City,2222,4,4,22,23,1,Furnished,6,19839186
Dilsukhnagar,2115,4,4,14,17,2,Furnished,5,12170192
Gachibowli,1008,2,2,3,11,1,Semi-Furnished,2,9064922
Secunderabad,1540,3,3,7,14,2,Semi-Furnished,2,10326716
Manikonda,561,1,1,1,2,2,Semi-Furnished,2,3554507
Financial District,1696,3,4,19,17,1,Semi-Furnished,7,14398876
Dilsukhnagar,1123,2,3,14,10,2,Unfurnished,3,6448063
Begumpet,1111,2,3,6,10,1,Semi-Furnished,2,7495401
Hitech City,2390,4,4,3,12,1,Unfurnished,5,21011717
Kompally,1075,2,2,26,15,1,Semi-Furnished,5,6141026
Miyapur,1775,3,3,5,4,2,Semi-Furnished,8,10449437
Shamshabad,1447,3,3,19,14,1,Semi-Furnished,5,6720847
Secunderabad,2073,4,4,22,20,1,Furnished,4,15952005
Kondapur,2320,4,4,7,7,1,Semi-Furnished,9,18472744
Ameerpet,383,1,1,4,15,2,Furnished,4,3038227
Gachibowli,1171,2,3,12,10,1,Semi-Furnished,10,11954027
Kokapet,986,2,2,22,23,1,Unfurnished,3,7489591
Madhapur,1773,3,3,16,0,2,Furnished,3,13618360
Miyapur,1652,3,4,0,19,1,Furnished,6,10501896
Secunderabad,1985,4,4,8,21,2,Semi-Furnished,6,13772376
Financial District,1662,3,3,11,4,1,Semi-Furnished,8,14194157
Kukatpally,1805,3,3,17,17,1,Furnished,10,12178910
Dilsukhnagar,739,2,2,2,11,1,Unfurnished,10,4671848
Kompally,2528,4,4,10,21,1,Furnished,1,15506942
Begumpet,1887,3,3,24,4,2,Semi-Furnished,3,14543344
Madhapur,1003,2,3,2,15,1,Furnished,6,9395134
Kompally,1927,3,4,14,11,1,Semi-Furnished,6,11481435
Secunderabad,1699,3,4,25,18,1,Unfurnished,10,11608003
Miyapur,684,1,1,2,7,0,Semi-Furnished,6,4389450
Kompally,893,2,3,16,18,0,Semi-Furnished,10,5508754
Dilsukhnagar,1740,3,3,2,17,1,Semi-Furnished,8,10549070
Ameerpet,1664,3,3,1,18,1,Semi-Furnished,3,9924418
Kondapur,1572,3,4,25,16,2,Unfurnished,8,12750394
Miyapur,2141,4,4,14,0,1,Unfurnished,5,11916524
Hitech City,2141,4,4,7,0,1,Semi-Furnished,5,19466016
Shamshabad,1615,3,4,1,10,1,Semi-Furnished,6,8071912
Madhapur,1227,2,2,29,22,1,Unfurnished,6,9944988
Kompally,1640,3,3,16,18,1,Semi-Furnished,2,9259320
Jubilee Hills,1212,2,2,0,12,1,Semi-Furnished,3,11002450
Banjara Hills,993,2,3,5,21,1,Furnished,2,9892520
Hitech City,1124,2,2,14,19,1,Semi-Furnished,6,10047959
Manikonda,928,2,3,22,11,1,Semi-Furnished,4,5277509
Gachibowli,1089,2,3,29,9,1,Furnished,4,9981700
Kompally,2743,4,4,29,0,2,Semi-Furnished,1,13537580
Gachibowli,752,2,2,29,16,1,Semi-Furnished,8,6931549
Financial District,1404,2,3,20,2,2,Semi-Furnished,9,11956001
Banjara Hills,1620,2,3,19,11,1,Semi-Furnished,4,15200895
Miyapur,1996,4,4,25,9,0,Furnished,3,11283786
Narsingi,1482,3,3,17,0,2,Furnished,10,10714339
Kondapur,1208,2,3,9,24,1,Semi-Furnished,4,8690434
Manikonda,2261,5,6,18,10,0,Semi-Furnished,6,13014183
Kondapur,1267,3,4,18,23,1,Semi-Furnished,8,8804369
Narsingi,1237,3,4,27,21,1,Semi-Furnished,10,9197004
Miyapur,936,2,2,8,18,1,Unfurnished,8,5969970
LB Nagar,1348,3,4,26,6,1,Furnished,10,6845947
Shamshabad,1749,3,3,1,22,1,Semi-Furnished,7,7959309
Kompally,2479,4,4,21,0,1,Unfurnished,1,14115632
Jubilee Hills,1331,2,2,14,5,1,Furnished,9,11939500
Kompally,1350,2,3,13,2,2,Furnished,3,8113636
Begumpet,2252,4,4,20,2,1,Unfurnished,5,14165724
Secunderabad,1182,3,4,4,9,1,Semi-Furnished,4,9465343
Kokapet,1202,2,2,22,0,1,Unfurnished,6,7865481
Kukatpally,1185,2,2,19,17,1,Furnished,7,9667680
Ameerpet,1598,3,4,0,14,2,Unfurnished,5,10288980
Miyapur,2769,5,5,14,6,1,Semi-Furnished,6,15264842
Manikonda,1248,2,2,5,10,1,Semi-Furnished,5,7072687
Narsingi,1833,3,4,7,19,1,Unfurnished,10,12256925
Kompally,948,2,3,27,21,1,Unfurnished,4,5160217
LB Nagar,2272,4,5,12,7,2,Unfurnished,4,10016820
Kokapet,1248,2,2,9,0,1,Furnished,7,9650192
LB Nagar,921,2,2,23,0,1,Semi-Furnished,9,4224701
Uppal,1769,3,4,9,2,0,Semi-Furnished,1,7429090
Kukatpally,1241,2,3,20,7,1,Semi-Furnished,1,8436461
Hitech City,2045,4,4,14,19,1,Furnished,9,18364594
Manikonda,1951,4,4,17,9,1,Unfurnished,4,10497371
Manikonda,1142,2,3,12,14,1,Unfurnished,10,6162606
LB Nagar,1754,3,4,24,23,1,Semi-Furnished,7,8416009
LB Nagar,2934,5,5,7,12,1,Furnished,6,12187639
Narsingi,2074,4,5,11,5,0,Semi-Furnished,2,14341604
Narsingi,1100,2,2,5,0,1,Unfurnished,3,7605123
Shamshabad,1204,2,3,15,11,0,Semi-Furnished,4,5337243
Secunderabad,1450,3,4,7,9,2,Furnished,8,9778881
Financial District,934,2,2,19,5,1,Unfurnished,9,7658893
Begumpet,1501,3,4,11,16,1,Unfurnished,1,9636584
Jubilee Hills,1452,3,4,16,21,1,Semi-Furnished,8,12831260
Ameerpet,1010,2,2,5,17,0,Unfurnished,8,5904386
Uppal,1223,2,3,2,2,0,Semi-Furnished,2,6295492
Secunderabad,889,2,2,29,5,2,Unfurnished,10,6212934
Shamshabad,778,2,2,21,1,1,Unfurnished,7,3279223
Uppal,958,2,2,24,24,1,Semi-Furnished,6,4415508
Uppal,1572,3,3,20,20,1,Semi-Furnished,10,7373183
Financial District,1133,2,2,24,9,1,Semi-Furnished,10,10576044
Hitech City,1248,2,2,7,21,1,Semi-Furnished,3,10446292
Miyapur,336,1,1,8,5,0,Furnished,10,2450511
Miyapur,1588,3,3,17,13,2,Unfurnished,5,8311916
Shamshabad,877,2,2,17,23,1,Unfurnished,10,4427201
Kondapur,1904,3,4,25,7,1,Semi-Furnished,10,13857785
Hitech City,2119,4,4,8,16,1,Furnished,5,19853955
Narsingi,1004,2,2,11,16,1,Semi-Furnished,10,8223313
Jubilee Hills,1177,2,2,12,11,1,Semi-Furnished,2,10274332
Miyapur,452,1,1,25,11,1,Semi-Furnished,7,2250065
Madhapur,1044,2,3,4,0,1,Furnished,2,9538949
Kondapur,2299,4,5,26,17,2,Semi-Furnished,2,16810627
Kompally,1652,3,3,7,20,1,Unfurnished,8,9659076
Kokapet,1399,2,3,4,24,2,Unfurnished,8,9827263
Kukatpally,1565,3,3,6,6,1,Semi-Furnished,2,11452232
Kukatpally,1279,3,3,7,18,0,Unfurnished,5,9284587
Kompally,972,2,2,1,13,1,Furnished,9,6429499
Kukatpally,1699,3,3,17,5,1,Furnished,3,11871833
Kokapet,2154,4,4,13,18,1,Semi-Furnished,7,15020923
Uppal,1451,2,2,24,16,2,Unfurnished,5,6124426
Kompally,1451,3,3,3,1,1,Semi-Furnished,6,8910808
Kukatpally,1327,3,3,18,8,1,Unfurnished,3,10489786
Begumpet,1320,2,3,25,3,1,Semi-Furnished,9,9212255
Hitech City,1039,2,3,20,21,1,Unfurnished,6,9745644
Kokapet,1255,2,3,19,4,1,Furnished,3,9096101
Jubilee Hills,988,2,2,8,22,1,Semi-Furnished,3,9445136
Begumpet,1334,2,2,10,22,1,Unfurnished,8,10662175
Shamshabad,2354,4,4,18,10,1,Semi-Furnished,8,11638851
Gachibowli,2917,5,5,13,1,2,Furnished,2,26321336
Banjara Hills,1835,3,4,28,9,2,Unfurnished,8,17438705
Miyapur,1951,3,3,1,2,1,Semi-Furnished,3,10565605
Kokapet,1004,2,2,16,20,0,Unfurnished,9,7183918
Narsingi,898,2,3,7,23,0,Furnished,8,8074769
Secunderabad,1350,2,2,19,15,1,Semi-Furnished,5,10084360
Ameerpet,1808,3,3,1,1,1,Semi-Furnished,1,11681801
Uppal,2672,5,5,15,8,1,Semi-Furnished,10,12805637
Manikonda,978,2,3,3,13,1,Semi-Furnished,2,5867427
Secunderabad,2148,4,5,11,21,1,Semi-Furnished,9,15025128
Financial District,1139,2,3,17,12,2,Unfurnished,8,10314334
Manikonda,984,2,3,29,14,1,Semi-Furnished,6,5567821
Narsingi,1077,2,2,27,0,1,Semi-Furnished,8,7375522
Jubilee Hills,1426,3,3,19,12,1,Unfurnished,8,12349596
Shamshabad,1429,2,2,15,12,1,Furnished,5,6626191
Manikonda,1331,3,4,16,13,1,Semi-Furnished,8,8159509
Jubilee Hills,2032,3,4,6,6,1,Furnished,8,18977219
Ameerpet,937,2,2,17,9,1,Semi-Furnished,1,5100457
Financial District,1097,2,2,8,1,2,Furnished,6,10064786
Kondapur,1486,3,3,16,3,2,Unfurnished,1,11188888
Ameerpet,2479,4,4,1,2,2,Unfurnished,6,14507921
Kokapet,1245,2,2,4,0,2,Unfurnished,9,8444328
Shamshabad,2500,5,5,27,19,1,Furnished,2,11756964
Gachibowli,2219,4,4,8,13,1,Semi-Furnished,6,19267472
Begumpet,615,2,3,8,15,1,Furnished,4,4825680
Begumpet,1028,2,3,3,15,1,Semi-Furnished,8,8369859
Jubilee Hills,1642,3,3,29,0,1,Semi-Furnished,1,13534449
Banjara Hills,1622,3,4,24,2,1,Semi-Furnished,1,15100268
Kokapet,1179,2,2,20,15,1,Unfurnished,7,7744214
Kondapur,1593,3,4,0,19,0,Furnished,4,11507117
Financial District,1237,2,2,22,7,1,Furnished,10,10909758
Dilsukhnagar,689,1,1,21,5,1,Unfurnished,4,4157706
Banjara Hills,2071,4,4,18,11,1,Semi-Furnished,8,16594073
Kondapur,1540,3,3,19,13,1,Unfurnished,9,10711351
Manikonda,2172,4,5,25,17,1,Unfurnished,2,11672172
Kondapur,1896,3,4,24,18,2,Unfurnished,6,10958594
LB Nagar,1983,3,4,3,16,1,Furnished,6,9544597
Ameerpet,857,2,3,20,15,1,Unfurnished,6,5485599
Uppal,1414,3,4,10,24,1,Furnished,5,7402569
Jubilee Hills,1141,2,2,6,7,1,Unfurnished,3,10004896
Banjara Hills,2108,4,5,20,8,1,Semi-Furnished,7,18900774
Ameerpet,1361,3,4,26,21,2,Furnished,9,8417181
Financial District,1053,2,2,23,20,1,Unfurnished,2,8928611
Kukatpally,582,1,1,18,14,1,Furnished,4,4197249
Kondapur,1749,3,3,25,2,1,Semi-Furnished,10,11887031
Banjara Hills,2203,4,4,2,17,2,Furnished,1,23181665
Madhapur,1458,2,2,23,1,2,Unfurnished,3,13638838
Financial District,1398,3,3,29,2,1,Semi-Furnished,5,12122821
Financial District,2494,4,4,27,4,1,Semi-Furnished,5,22032312
Banjara Hills,418,1,1,29,2,1,Unfurnished,4,3280694
Narsingi,1964,4,4,12,0,1,Unfurnished,5,14936130
Uppal,1694,3,4,21,17,2,Semi-Furnished,7,7915473
Miyapur,2155,4,4,0,21,1,Unfurnished,2,11536498
Kompally,2444,4,4,2,19,1,Semi-Furnished,8,15823693
Banjara Hills,2079,4,5,27,5,1,Unfurnished,1,17235517
Banjara Hills,300,1,2,7,11,1,Semi-Furnished,8,3406691
Banjara Hills,1870,3,3,11,15,1,Semi-Furnished,7,16215463
Kondapur,983,2,3,10,20,1,Semi-Furnished,1,6827984
Financial District,1389,3,3,0,10,1,Semi-Furnished,4,12685966
Hitech City,1714,3,4,3,21,0,Semi-Furnished,1,14664853
Miyapur,1996,4,4,5,21,1,Furnished,4,11798755
Kokapet,2279,3,3,15,18,0,Furnished,8,17480817
Secunderabad,2115,4,4,22,3,1,Furnished,3,14568373
Jubilee Hills,2127,4,4,16,1,1,Semi-Furnished,10,19048679
Kondapur,1300,2,2,11,14,1,Semi-Furnished,5,9549232
Kukatpally,1251,2,2,29,9,1,Semi-Furnished,3,8179030
Kukatpally,1565,4,5,29,2,0,Semi-Furnished,4,10582096
Uppal,997,2,2,11,21,2,Furnished,2,5062883
Hitech City,874,2,2,2,18,1,Furnished,8,8711173
Narsingi,1701,3,4,1,16,0,Unfurnished,5,12822128
Secunderabad,1896,3,3,9,3,1,Semi-Furnished,7,12784198
Kukatpally,1035,2,3,7,6,1,Semi-Furnished,7,7904196
Begumpet,2736,5,5,23,11,2,Furnished,4,20624147
Madhapur,2173,4,4,22,15,1,Furnished,3,18330515
Ameerpet,2108,4,4,27,21,2,Furnished,1,12104787
Banjara Hills,1983,3,3,25,8,1,Furnished,7,17698605
Banjara Hills,1153,2,2,14,16,2,Semi-Furnished,3,11445618
Kompally,1241,2,2,9,0,0,Semi-Furnished,10,7522742
Financial District,1629,3,3,12,15,1,Unfurnished,10,13351497
Banjara Hills,1857,3,4,7,22,1,Unfurnished,4,19101274
Shamshabad,2435,4,4,18,16,1,Semi-Furnished,6,12217588
Kokapet,942,2,2,5,13,1,Furnished,6,6872211
Miyapur,1585,3,3,18,23,2,Unfurnished,4,8916402
Kokapet,1467,3,3,6,14,1,Semi-Furnished,8,10559315
Banjara Hills,1022,2,2,18,8,2,Semi-Furnished,4,9127934
Begumpet,1176,2,2,23,4,1,Furnished,2,8538783
Financial District,1316,3,3,14,9,2,Furnished,9,12866385
Narsingi,1229,2,3,15,6,0,Furnished,3,9057569
Dilsukhnagar,2184,4,4,16,1,2,Semi-Furnished,5,12090915
Ameerpet,495,1,2,11,8,1,Unfurnished,5,3197664
Financial District,1738,3,3,6,8,1,Unfurnished,10,16517008
Uppal,1379,3,3,7,15,1,Semi-Furnished,7,6758320
Financial District,1599,3,3,10,17,1,Furnished,3,13492982
LB Nagar,753,2,3,2,15,2,Furnished,3,4389337
Uppal,886,2,2,14,11,1,Unfurnished,9,4317346
Shamshabad,1771,3,4,10,21,2,Semi-Furnished,8,8448664
Begumpet,1550,3,3,1,14,1,Semi-Furnished,5,11504045
Narsingi,1504,3,3,10,8,0,Furnished,5,10797821
Miyapur,945,2,2,26,8,1,Semi-Furnished,3,4964645
Hitech City,1180,2,2,0,2,1,Semi-Furnished,1,10806384
Kukatpally,1769,3,4,10,5,1,Unfurnished,2,12380976
Hitech City,1219,2,2,19,20,2,Furnished,6,11171892
Secunderabad,1314,3,3,21,10,1,Semi-Furnished,7,8659156
Narsingi,991,2,2,1,8,1,Furnished,9,7996422
LB Nagar,983,2,2,5,1,1,Semi-Furnished,6,4584010
Miyapur,1719,3,3,11,9,1,Semi-Furnished,7,9674562
Madhapur,1739,3,3,25,8,1,Unfurnished,2,15329471
Dilsukhnagar,1265,3,3,15,15,1,Furnished,6,7212185
Miyapur,1060,2,2,21,13,1,Semi-Furnished,6,5994888
Hitech City,1720,3,4,17,24,1,Furnished,10,14600927
Ameerpet,1554,3,4,15,8,1,Furnished,7,8963955
Madhapur,2698,5,5,10,1,2,Unfurnished,4,23733944
LB Nagar,709,1,2,28,12,2,Semi-Furnished,1,2761365
Miyapur,936,2,2,5,14,1,Semi-Furnished,6,5960070
Dilsukhnagar,1430,2,2,13,16,1,Furnished,2,7982275
Financial District,1807,3,4,25,12,2,Semi-Furnished,9,15680164
Dilsukhnagar,1885,3,4,11,14,2,Furnished,1,11916636
Gachibowli,1123,2,2,26,0,1,Semi-Furnished,2,8894969
Kokapet,2059,4,4,17,15,0,Semi-Furnished,4,14530640
Hitech City,1117,2,2,10,23,1,Furnished,7,10375927
Ameerpet,480,1,2,11,2,2,Semi-Furnished,4,2905889
Kukatpally,1155,2,3,13,8,1,Furnished,1,7779904
Shamshabad,1624,3,3,28,12,1,Semi-Furnished,2,6816385
Uppal,1696,3,3,15,1,1,Furnished,4,7870769
Uppal,1582,2,2,1,20,1,Semi-Furnished,7,8271688
Kukatpally,710,1,1,12,15,2,Semi-Furnished,8,5280334
Kompally,1502,3,3,16,7,1,Semi-Furnished,6,8344205
Manikonda,2384,4,4,29,21,1,Semi-Furnished,3,12283714
Kukatpally,1623,3,3,19,6,1,Furnished,7,12887729
Uppal,2999,5,6,19,3,2,Furnished,5,14483135
Banjara Hills,1765,3,3,12,9,1,Semi-Furnished,9,15613841
Secunderabad,1435,3,4,3,20,1,Unfurnished,7,10961348
Kondapur,1848,4,5,4,12,1,Semi-Furnished,6,13925073
Uppal,1044,2,2,17,18,1,Semi-Furnished,9,5204460
Dilsukhnagar,901,2,2,23,23,1,Semi-Furnished,5,5179535
Narsingi,1589,3,3,12,19,1,Semi-Furnished,10,12432658
Gachibowli,974,2,2,19,6,1,Furnished,6,8240575
LB Nagar,963,2,2,24,18,1,Semi-Furnished,8,4545794
Financial District,2363,4,4,16,2,1,Semi-Furnished,5,22791228
Begumpet,1480,3,3,18,22,1,Unfurnished,5,11433088
Kukatpally,2099,4,5,3,3,1,Semi-Furnished,10,15704295
Kukatpally,1146,2,3,12,23,0,Furnished,3,8730217
Manikonda,1254,2,2,11,21,0,Unfurnished,8,7223991
Jubilee Hills,1179,2,2,13,19,2,Unfurnished,2,9354021
Jubilee Hills,1956,4,4,24,12,1,Semi-Furnished,8,18489268
Kondapur,1035,2,2,9,21,1,Unfurnished,6,7493960
Uppal,1784,3,4,3,20,1,Semi-Furnished,4,8698256
Financial District,1562,2,3,6,12,1,Unfurnished,4,13916788
Madhapur,1722,3,4,13,17,1,Furnished,3,16654146
Miyapur,1276,3,4,10,20,1,Furnished,1,7592307
Miyapur,1434,2,2,4,12,1,Semi-Furnished,7,9586881
Ameerpet,1546,3,4,23,6,1,Semi-Furnished,3,8221073
Miyapur,1664,3,3,5,2,0,Furnished,2,9751675
LB Nagar,1424,2,3,2,18,1,Furnished,1,6881489
Banjara Hills,1620,3,4,23,0,1,Furnished,1,14206591
Banjara Hills,1591,3,3,7,0,1,Semi-Furnished,10,14545184
Ameerpet,2433,4,4,9,6,2,Unfurnished,1,14423983
Kukatpally,2121,4,4,16,9,1,Semi-Furnished,5,14891761
Kukatpally,1596,3,4,3,18,1,Unfurnished,3,12522685
Hitech City,1318,2,2,1,0,0,Unfurnished,7,11509045
Kondapur,899,2,2,0,6,2,Unfurnished,7,6948100
Begumpet,1530,3,3,4,8,1,Semi-Furnished,8,11025598
Shamshabad,1153,2,2,7,17,1,Semi-Furnished,6,5284185
Kompally,2226,4,5,21,14,0,Unfurnished,10,12594014
LB Nagar,1085,2,2,16,5,1,Unfurnished,1,4358492
Gachibowli,1620,3,3,4,9,1,Semi-Furnished,5,15299888
LB Nagar,1251,3,3,16,19,1,Semi-Furnished,7,5790487
Banjara Hills,911,2,2,10,1,1,Furnished,1,7933117
Uppal,1718,3,4,14,9,2,Unfurnished,9,7678093
Kompally,1743,3,3,12,7,1,Semi-Furnished,2,9862757
Gachibowli,1170,2,2,5,18,1,Unfurnished,8,9773462
Kukatpally,905,2,3,15,4,1,Unfurnished,8,6911909
LB Nagar,922,2,2,15,6,1,Furnished,1,4300975
Gachibowli,2556,5,5,28,24,1,Furnished,4,21542380
Miyapur,1384,3,3,26,3,1,Furnished,5,7850460
Financial District,1115,2,2,10,16,0,Semi-Furnished,8,10624989
Begumpet,1305,2,2,29,8,2,Furnished,8,9082264
Dilsukhnagar,755,1,1,18,22,1,Semi-Furnished,5,4271617
Shamshabad,1211,3,3,8,5,1,Unfurnished,3,5409058
Jubilee Hills,2078,4,5,4,19,2,Furnished,4,21116580
Manikonda,1290,2,2,13,1,1,Semi-Furnished,2,6548457
Secunderabad,2084,3,3,4,9,2,Semi-Furnished,9,14923087
Uppal,1328,3,3,21,1,1,Semi-Furnished,2,6392322
Hitech City,1630,3,4,25,13,1,Semi-Furnished,7,15064697
Secunderabad,1273,2,3,9,14,2,Furnished,5,9433847
Kompally,1339,3,4,0,4,1,Unfurnished,2,7895047
Manikonda,826,2,2,29,10,1,Unfurnished,4,4419657
Financial District,467,1,1,16,3,1,Unfurnished,3,3348954
Kokapet,2345,5,5,17,1,1,Unfurnished,7,16887885
Secunderabad,1263,3,3,22,7,1,Unfurnished,4,8186809
Begumpet,1897,3,4,18,18,1,Unfurnished,6,11539038
LB Nagar,1105,2,3,11,22,1,Semi-Furnished,7,5629034
Hitech City,1070,2,2,13,18,1,Unfurnished,2,10024559
Miyapur,1672,3,3,9,18,1,Furnished,4,9832427
Ameerpet,2233,4,4,26,11,0,Semi-Furnished,5,12698495
Banjara Hills,1683,3,3,19,12,1,Semi-Furnished,9,13909954
LB Nagar,1649,3,3,13,9,1,Unfurnished,10,7094969
Kukatpally,1768,4,4,6,0,0,Semi-Furnished,8,13068973
Financial District,900,2,2,15,17,2,Semi-Furnished,7,8257637
Shamshabad,1694,3,3,17,15,1,Unfurnished,6,7322348
LB Nagar,1660,3,3,19,12,1,Semi-Furnished,6,7010194
Gachibowli,1345,3,3,16,21,1,Furnished,2,12604380
Secunderabad,1146,2,2,7,0,1,Furnished,9,8819527
Kompally,2462,4,5,15,22,2,Semi-Furnished,10,13021466
Madhapur,1678,3,3,5,12,1,Semi-Furnished,9,15129545
Kokapet,1816,3,4,8,23,1,Furnished,3,13731711
Secunderabad,1781,3,3,12,7,1,Semi-Furnished,5,13540478
LB Nagar,1995,4,5,13,9,1,Semi-Furnished,1,9992097
Ameerpet,1162,2,2,8,11,1,Unfurnished,8,6861486
Begumpet,1673,3,3,3,20,2,Semi-Furnished,3,13091382
Madhapur,1190,2,3,3,4,1,Semi-Furnished,6,10731604
Begumpet,1813,3,3,8,21,1,Unfurnished,8,13751073
Madhapur,1627,3,4,27,11,1,Unfurnished,7,14641575
Kukatpally,2330,4,4,13,24,1,Unfurnished,4,15623249
Gachibowli,1311,2,2,14,7,2,Unfurnished,2,11297214
Banjara Hills,1099,2,2,17,9,2,Semi-Furnished,10,9620426
LB Nagar,1007,2,2,16,9,0,Semi-Furnished,3,4170402
Uppal,1581,3,4,11,24,2,Semi-Furnished,2,7355588
Financial District,2622,5,5,23,7,2,Semi-Furnished,9,24305216
Kukatpally,2918,5,6,28,5,2,Semi-Furnished,5,22412394
Kukatpally,2983,5,5,17,2,1,Semi-Furnished,4,20271675
LB Nagar,1410,3,4,4,18,1,Semi-Furnished,4,5987002
Dilsukhnagar,1049,2,3,15,3,2,Unfurnished,1,6494731
Kompally,1380,3,4,24,2,0,Furnished,7,8424174
Kompally,996,2,2,23,12,1,Semi-Furnished,8,6138077
Kokapet,1417,3,4,16,9,1,Furnished,4,10395117
Secunderabad,1249,2,3,1,9,1,Furnished,3,8433771
Ameerpet,2139,4,5,2,5,1,Semi-Furnished,8,12355797
Madhapur,910,2,2,21,22,0,Semi-Furnished,3,8142872
Jubilee Hills,1241,2,3,23,0,2,Unfurnished,8,10726975
Kondapur,1186,2,2,23,7,0,Semi-Furnished,4,8616996
Manikonda,2002,4,5,24,13,2,Unfurnished,4,11819471
Narsingi,1402,3,3,13,7,1,Semi-Furnished,2,9707657
Kompally,1437,3,3,29,3,1,Semi-Furnished,5,7698483
Secunderabad,1089,2,2,3,10,1,Semi-Furnished,9,7887574
Gachibowli,2947,5,6,22,21,1,Furnished,1,25827700
Manikonda,2049,3,4,4,4,1,Unfurnished,10,11319964
Kompally,499,1,2,2,3,1,Unfurnished,2,3189715
Manikonda,1973,3,3,27,8,1,Semi-Furnished,10,10186011
Gachibowli,2469,5,6,26,24,1,Unfurnished,2,21291844
Financial District,1330,2,3,5,10,1,Unfurnished,9,12278507
Dilsukhnagar,1791,3,3,0,21,1,Semi-Furnished,1,10747955
